,WKT,circuito,Partido,seccional,porcentaje_circuito
21,"POLYGON ((-64.1861092272689 -31.4207653085696,-64.1875292958514 -31.4203753337674,-64.1888892710623 -31.4200154385692,-64.1882691792397 -31.4185053927014,-64.1896792101996 -31.4181254649188,-64.1898792894704 -31.4185655560783,-64.1899592378719 -31.4182954909372,-64.1900192616089 -31.4181055019919,-64.1903492230648 -31.418005576824,-64.1909392308786 -31.417855598895,-64.1922392737766 -31.4174657172909,-64.1935393037842 -31.4170759252672,-64.1935486374054 -31.417073171994,-64.1930884465975 -31.4158388576447,-64.1926576389475 -31.4146832473701,-64.1922176837468 -31.4135031558838,-64.1922091360094 -31.4135056497798,-64.1918990688007 -31.4127356096,-64.1918890864313 -31.4124055503414,-64.1916090614714 -31.4123855118678,-64.1914790191666 -31.4116854961479,-64.1911890108694 -31.4111954228196,-64.1906790034532 -31.4101153494049,-64.1906780096359 -31.4101129001196,-64.1895088145765 -31.4104549520711,-64.1895089810733 -31.4104553152022,-64.1880989213256 -31.4108651901043,-64.1868089243864 -31.4112550369833,-64.1853788899701 -31.4116649874855,-64.1839888953815 -31.4120848870191,-64.1826588089084 -31.4124648725162,-64.1813287785376 -31.412854869499,-64.180018793424 -31.4132347794125,-64.1786087229925 -31.4136047868385,-64.1773086874155 -31.4139848374826,-64.1773034631669 -31.4139724071019,-64.1758639375851 -31.4144426465717,-64.1752630181285 -31.4146049152348,-64.1744831312668 -31.4149256261472,-64.1744486780417 -31.4159848679955,-64.1737087534956 -31.4173549659221,-64.1735477223798 -31.4179489199147,-64.1726188560656 -31.4213750927868,-64.1720188634989 -31.4224050896656,-64.1719142193052 -31.4225097537168,-64.1741006942575 -31.4233961462789,-64.1741190183463 -31.4233950542509,-64.1744290211688 -31.4235351125002,-64.1747990143051 -31.4236950547695,-64.1766890653053 -31.4231750450814,-64.177869057108 -31.4228550708877,-64.1793291446673 -31.4224850591947,-64.1807291367698 -31.4221450367397,-64.1820591830096 -31.4218151117329,-64.1834392022112 -31.4214751649708,-64.1837792090802 -31.4213951351928,-64.1843892379204 -31.4212251506373,-64.1847592056859 -31.4211251641998,-64.1861092272689 -31.4207653085696))",0001,PARTIDO UNION CIUDADANA,9,0.0123257223681551
22,"POLYGON ((-64.1861092272689 -31.4207653085696,-64.1875292958514 -31.4203753337674,-64.1888892710623 -31.4200154385692,-64.1882691792397 -31.4185053927014,-64.1896792101996 -31.4181254649188,-64.1898792894704 -31.4185655560783,-64.1899592378719 -31.4182954909372,-64.1900192616089 -31.4181055019919,-64.1903492230648 -31.418005576824,-64.1909392308786 -31.417855598895,-64.1922392737766 -31.4174657172909,-64.1935393037842 -31.4170759252672,-64.1935486374054 -31.417073171994,-64.1930884465975 -31.4158388576447,-64.1926576389475 -31.4146832473701,-64.1922176837468 -31.4135031558838,-64.1922091360094 -31.4135056497798,-64.1918990688007 -31.4127356096,-64.1918890864313 -31.4124055503414,-64.1916090614714 -31.4123855118678,-64.1914790191666 -31.4116854961479,-64.1911890108694 -31.4111954228196,-64.1906790034532 -31.4101153494049,-64.1906780096359 -31.4101129001196,-64.1895088145765 -31.4104549520711,-64.1895089810733 -31.4104553152022,-64.1880989213256 -31.4108651901043,-64.1868089243864 -31.4112550369833,-64.1853788899701 -31.4116649874855,-64.1839888953815 -31.4120848870191,-64.1826588089084 -31.4124648725162,-64.1813287785376 -31.412854869499,-64.180018793424 -31.4132347794125,-64.1786087229925 -31.4136047868385,-64.1773086874155 -31.4139848374826,-64.1773034631669 -31.4139724071019,-64.1758639375851 -31.4144426465717,-64.1752630181285 -31.4146049152348,-64.1744831312668 -31.4149256261472,-64.1744486780417 -31.4159848679955,-64.1737087534956 -31.4173549659221,-64.1735477223798 -31.4179489199147,-64.1726188560656 -31.4213750927868,-64.1720188634989 -31.4224050896656,-64.1719142193052 -31.4225097537168,-64.1741006942575 -31.4233961462789,-64.1741190183463 -31.4233950542509,-64.1744290211688 -31.4235351125002,-64.1747990143051 -31.4236950547695,-64.1766890653053 -31.4231750450814,-64.177869057108 -31.4228550708877,-64.1793291446673 -31.4224850591947,-64.1807291367698 -31.4221450367397,-64.1820591830096 -31.4218151117329,-64.1834392022112 -31.4214751649708,-64.1837792090802 -31.4213951351928,-64.1843892379204 -31.4212251506373,-64.1847592056859 -31.4211251641998,-64.1861092272689 -31.4207653085696))",0001,MST - NUEVA IZQUIERDA,9,0.0268741159830268
23,"POLYGON ((-64.1861092272689 -31.4207653085696,-64.1875292958514 -31.4203753337674,-64.1888892710623 -31.4200154385692,-64.1882691792397 -31.4185053927014,-64.1896792101996 -31.4181254649188,-64.1898792894704 -31.4185655560783,-64.1899592378719 -31.4182954909372,-64.1900192616089 -31.4181055019919,-64.1903492230648 -31.418005576824,-64.1909392308786 -31.417855598895,-64.1922392737766 -31.4174657172909,-64.1935393037842 -31.4170759252672,-64.1935486374054 -31.417073171994,-64.1930884465975 -31.4158388576447,-64.1926576389475 -31.4146832473701,-64.1922176837468 -31.4135031558838,-64.1922091360094 -31.4135056497798,-64.1918990688007 -31.4127356096,-64.1918890864313 -31.4124055503414,-64.1916090614714 -31.4123855118678,-64.1914790191666 -31.4116854961479,-64.1911890108694 -31.4111954228196,-64.1906790034532 -31.4101153494049,-64.1906780096359 -31.4101129001196,-64.1895088145765 -31.4104549520711,-64.1895089810733 -31.4104553152022,-64.1880989213256 -31.4108651901043,-64.1868089243864 -31.4112550369833,-64.1853788899701 -31.4116649874855,-64.1839888953815 -31.4120848870191,-64.1826588089084 -31.4124648725162,-64.1813287785376 -31.412854869499,-64.180018793424 -31.4132347794125,-64.1786087229925 -31.4136047868385,-64.1773086874155 -31.4139848374826,-64.1773034631669 -31.4139724071019,-64.1758639375851 -31.4144426465717,-64.1752630181285 -31.4146049152348,-64.1744831312668 -31.4149256261472,-64.1744486780417 -31.4159848679955,-64.1737087534956 -31.4173549659221,-64.1735477223798 -31.4179489199147,-64.1726188560656 -31.4213750927868,-64.1720188634989 -31.4224050896656,-64.1719142193052 -31.4225097537168,-64.1741006942575 -31.4233961462789,-64.1741190183463 -31.4233950542509,-64.1744290211688 -31.4235351125002,-64.1747990143051 -31.4236950547695,-64.1766890653053 -31.4231750450814,-64.177869057108 -31.4228550708877,-64.1793291446673 -31.4224850591947,-64.1807291367698 -31.4221450367397,-64.1820591830096 -31.4218151117329,-64.1834392022112 -31.4214751649708,-64.1837792090802 -31.4213951351928,-64.1843892379204 -31.4212251506373,-64.1847592056859 -31.4211251641998,-64.1861092272689 -31.4207653085696))",0001,MOVIMIENTO LIBRES DEL SUR,9,0.0412204485754697
24,"POLYGON ((-64.1744995037281 -31.4115277717359,-64.1745805634839 -31.4130407795848,-64.1744996705848 -31.4144158372314,-64.1744831312668 -31.4149256261472,-64.1752630181285 -31.4146049152348,-64.1758639375851 -31.4144426465717,-64.1773034631669 -31.4139724071019,-64.1773086874155 -31.4139848374826,-64.1786087229925 -31.4136047868385,-64.180018793424 -31.4132347794125,-64.1813287785376 -31.412854869499,-64.1826588089084 -31.4124648725162,-64.1839888953815 -31.4120848870191,-64.1853788899701 -31.4116649874855,-64.1868089243864 -31.4112550369833,-64.1880989213256 -31.4108651901043,-64.1895089810733 -31.4104553152022,-64.1895088145765 -31.4104549520711,-64.1906780096359 -31.4101129001196,-64.1902189691062 -31.4089853003826,-64.1902198482761 -31.4089846815576,-64.1896861312514 -31.4076860106836,-64.1896872653405 -31.4076856660567,-64.1894258252288 -31.40684236306,-64.1892380934386 -31.4062348747345,-64.1889982977078 -31.4054753061829,-64.1889974510677 -31.4054651928039,-64.1889367203339 -31.4047704032501,-64.1888882117445 -31.4042838570442,-64.1888481358873 -31.4039634714919,-64.1888129596061 -31.4033878264158,-64.1888156442395 -31.4033518786067,-64.1888087325243 -31.4033550271404,-64.1875487214405 -31.4037649660981,-64.1863986765779 -31.4039849046138,-64.1851686882158 -31.4040548013786,-64.1851657871622 -31.4040523249692,-64.1827101872984 -31.4041941646913,-64.1823674398857 -31.4042259961967,-64.1809247678268 -31.4047650126639,-64.1794985039454 -31.4049246516222,-64.1767284250254 -31.4058146519602,-64.1756194624771 -31.4067106057926,-64.1750234505712 -31.4071956458565,-64.1748223897555 -31.4076766545073,-64.1746204131054 -31.408536718475,-64.1744994788597 -31.4095337614793,-64.1744194567328 -31.4101867706856,-64.1744995037281 -31.4115277717359))",0002,CORDOBA CAMBIA,11,0.2422535211267605
25,"POLYGON ((-64.1744995037281 -31.4115277717359,-64.1745805634839 -31.4130407795848,-64.1744996705848 -31.4144158372314,-64.1744831312668 -31.4149256261472,-64.1752630181285 -31.4146049152348,-64.1758639375851 -31.4144426465717,-64.1773034631669 -31.4139724071019,-64.1773086874155 -31.4139848374826,-64.1786087229925 -31.4136047868385,-64.180018793424 -31.4132347794125,-64.1813287785376 -31.412854869499,-64.1826588089084 -31.4124648725162,-64.1839888953815 -31.4120848870191,-64.1853788899701 -31.4116649874855,-64.1868089243864 -31.4112550369833,-64.1880989213256 -31.4108651901043,-64.1895089810733 -31.4104553152022,-64.1895088145765 -31.4104549520711,-64.1906780096359 -31.4101129001196,-64.1902189691062 -31.4089853003826,-64.1902198482761 -31.4089846815576,-64.1896861312514 -31.4076860106836,-64.1896872653405 -31.4076856660567,-64.1894258252288 -31.40684236306,-64.1892380934386 -31.4062348747345,-64.1889982977078 -31.4054753061829,-64.1889974510677 -31.4054651928039,-64.1889367203339 -31.4047704032501,-64.1888882117445 -31.4042838570442,-64.1888481358873 -31.4039634714919,-64.1888129596061 -31.4033878264158,-64.1888156442395 -31.4033518786067,-64.1888087325243 -31.4033550271404,-64.1875487214405 -31.4037649660981,-64.1863986765779 -31.4039849046138,-64.1851686882158 -31.4040548013786,-64.1851657871622 -31.4040523249692,-64.1827101872984 -31.4041941646913,-64.1823674398857 -31.4042259961967,-64.1809247678268 -31.4047650126639,-64.1794985039454 -31.4049246516222,-64.1767284250254 -31.4058146519602,-64.1756194624771 -31.4067106057926,-64.1750234505712 -31.4071956458565,-64.1748223897555 -31.4076766545073,-64.1746204131054 -31.408536718475,-64.1744994788597 -31.4095337614793,-64.1744194567328 -31.4101867706856,-64.1744995037281 -31.4115277717359))",0002,ENCUENTRO VECINAL CÓRDOBA,11,0.0639436619718309
26,"POLYGON ((-64.1744995037281 -31.4115277717359,-64.1745805634839 -31.4130407795848,-64.1744996705848 -31.4144158372314,-64.1744831312668 -31.4149256261472,-64.1752630181285 -31.4146049152348,-64.1758639375851 -31.4144426465717,-64.1773034631669 -31.4139724071019,-64.1773086874155 -31.4139848374826,-64.1786087229925 -31.4136047868385,-64.180018793424 -31.4132347794125,-64.1813287785376 -31.412854869499,-64.1826588089084 -31.4124648725162,-64.1839888953815 -31.4120848870191,-64.1853788899701 -31.4116649874855,-64.1868089243864 -31.4112550369833,-64.1880989213256 -31.4108651901043,-64.1895089810733 -31.4104553152022,-64.1895088145765 -31.4104549520711,-64.1906780096359 -31.4101129001196,-64.1902189691062 -31.4089853003826,-64.1902198482761 -31.4089846815576,-64.1896861312514 -31.4076860106836,-64.1896872653405 -31.4076856660567,-64.1894258252288 -31.40684236306,-64.1892380934386 -31.4062348747345,-64.1889982977078 -31.4054753061829,-64.1889974510677 -31.4054651928039,-64.1889367203339 -31.4047704032501,-64.1888882117445 -31.4042838570442,-64.1888481358873 -31.4039634714919,-64.1888129596061 -31.4033878264158,-64.1888156442395 -31.4033518786067,-64.1888087325243 -31.4033550271404,-64.1875487214405 -31.4037649660981,-64.1863986765779 -31.4039849046138,-64.1851686882158 -31.4040548013786,-64.1851657871622 -31.4040523249692,-64.1827101872984 -31.4041941646913,-64.1823674398857 -31.4042259961967,-64.1809247678268 -31.4047650126639,-64.1794985039454 -31.4049246516222,-64.1767284250254 -31.4058146519602,-64.1756194624771 -31.4067106057926,-64.1750234505712 -31.4071956458565,-64.1748223897555 -31.4076766545073,-64.1746204131054 -31.408536718475,-64.1744994788597 -31.4095337614793,-64.1744194567328 -31.4101867706856,-64.1744995037281 -31.4115277717359))",0002,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),11,0.004225352112676
27,"POLYGON ((-64.1744995037281 -31.4115277717359,-64.1745805634839 -31.4130407795848,-64.1744996705848 -31.4144158372314,-64.1744831312668 -31.4149256261472,-64.1752630181285 -31.4146049152348,-64.1758639375851 -31.4144426465717,-64.1773034631669 -31.4139724071019,-64.1773086874155 -31.4139848374826,-64.1786087229925 -31.4136047868385,-64.180018793424 -31.4132347794125,-64.1813287785376 -31.412854869499,-64.1826588089084 -31.4124648725162,-64.1839888953815 -31.4120848870191,-64.1853788899701 -31.4116649874855,-64.1868089243864 -31.4112550369833,-64.1880989213256 -31.4108651901043,-64.1895089810733 -31.4104553152022,-64.1895088145765 -31.4104549520711,-64.1906780096359 -31.4101129001196,-64.1902189691062 -31.4089853003826,-64.1902198482761 -31.4089846815576,-64.1896861312514 -31.4076860106836,-64.1896872653405 -31.4076856660567,-64.1894258252288 -31.40684236306,-64.1892380934386 -31.4062348747345,-64.1889982977078 -31.4054753061829,-64.1889974510677 -31.4054651928039,-64.1889367203339 -31.4047704032501,-64.1888882117445 -31.4042838570442,-64.1888481358873 -31.4039634714919,-64.1888129596061 -31.4033878264158,-64.1888156442395 -31.4033518786067,-64.1888087325243 -31.4033550271404,-64.1875487214405 -31.4037649660981,-64.1863986765779 -31.4039849046138,-64.1851686882158 -31.4040548013786,-64.1851657871622 -31.4040523249692,-64.1827101872984 -31.4041941646913,-64.1823674398857 -31.4042259961967,-64.1809247678268 -31.4047650126639,-64.1794985039454 -31.4049246516222,-64.1767284250254 -31.4058146519602,-64.1756194624771 -31.4067106057926,-64.1750234505712 -31.4071956458565,-64.1748223897555 -31.4076766545073,-64.1746204131054 -31.408536718475,-64.1744994788597 -31.4095337614793,-64.1744194567328 -31.4101867706856,-64.1744995037281 -31.4115277717359))",0002,UNIÓN CÍVICA RADICAL,11,0.2129577464788732
28,"POLYGON ((-64.1744995037281 -31.4115277717359,-64.1745805634839 -31.4130407795848,-64.1744996705848 -31.4144158372314,-64.1744831312668 -31.4149256261472,-64.1752630181285 -31.4146049152348,-64.1758639375851 -31.4144426465717,-64.1773034631669 -31.4139724071019,-64.1773086874155 -31.4139848374826,-64.1786087229925 -31.4136047868385,-64.180018793424 -31.4132347794125,-64.1813287785376 -31.412854869499,-64.1826588089084 -31.4124648725162,-64.1839888953815 -31.4120848870191,-64.1853788899701 -31.4116649874855,-64.1868089243864 -31.4112550369833,-64.1880989213256 -31.4108651901043,-64.1895089810733 -31.4104553152022,-64.1895088145765 -31.4104549520711,-64.1906780096359 -31.4101129001196,-64.1902189691062 -31.4089853003826,-64.1902198482761 -31.4089846815576,-64.1896861312514 -31.4076860106836,-64.1896872653405 -31.4076856660567,-64.1894258252288 -31.40684236306,-64.1892380934386 -31.4062348747345,-64.1889982977078 -31.4054753061829,-64.1889974510677 -31.4054651928039,-64.1889367203339 -31.4047704032501,-64.1888882117445 -31.4042838570442,-64.1888481358873 -31.4039634714919,-64.1888129596061 -31.4033878264158,-64.1888156442395 -31.4033518786067,-64.1888087325243 -31.4033550271404,-64.1875487214405 -31.4037649660981,-64.1863986765779 -31.4039849046138,-64.1851686882158 -31.4040548013786,-64.1851657871622 -31.4040523249692,-64.1827101872984 -31.4041941646913,-64.1823674398857 -31.4042259961967,-64.1809247678268 -31.4047650126639,-64.1794985039454 -31.4049246516222,-64.1767284250254 -31.4058146519602,-64.1756194624771 -31.4067106057926,-64.1750234505712 -31.4071956458565,-64.1748223897555 -31.4076766545073,-64.1746204131054 -31.408536718475,-64.1744994788597 -31.4095337614793,-64.1744194567328 -31.4101867706856,-64.1744995037281 -31.4115277717359))",0002,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,11,0.0622535211267605
29,"POLYGON ((-64.1744995037281 -31.4115277717359,-64.1745805634839 -31.4130407795848,-64.1744996705848 -31.4144158372314,-64.1744831312668 -31.4149256261472,-64.1752630181285 -31.4146049152348,-64.1758639375851 -31.4144426465717,-64.1773034631669 -31.4139724071019,-64.1773086874155 -31.4139848374826,-64.1786087229925 -31.4136047868385,-64.180018793424 -31.4132347794125,-64.1813287785376 -31.412854869499,-64.1826588089084 -31.4124648725162,-64.1839888953815 -31.4120848870191,-64.1853788899701 -31.4116649874855,-64.1868089243864 -31.4112550369833,-64.1880989213256 -31.4108651901043,-64.1895089810733 -31.4104553152022,-64.1895088145765 -31.4104549520711,-64.1906780096359 -31.4101129001196,-64.1902189691062 -31.4089853003826,-64.1902198482761 -31.4089846815576,-64.1896861312514 -31.4076860106836,-64.1896872653405 -31.4076856660567,-64.1894258252288 -31.40684236306,-64.1892380934386 -31.4062348747345,-64.1889982977078 -31.4054753061829,-64.1889974510677 -31.4054651928039,-64.1889367203339 -31.4047704032501,-64.1888882117445 -31.4042838570442,-64.1888481358873 -31.4039634714919,-64.1888129596061 -31.4033878264158,-64.1888156442395 -31.4033518786067,-64.1888087325243 -31.4033550271404,-64.1875487214405 -31.4037649660981,-64.1863986765779 -31.4039849046138,-64.1851686882158 -31.4040548013786,-64.1851657871622 -31.4040523249692,-64.1827101872984 -31.4041941646913,-64.1823674398857 -31.4042259961967,-64.1809247678268 -31.4047650126639,-64.1794985039454 -31.4049246516222,-64.1767284250254 -31.4058146519602,-64.1756194624771 -31.4067106057926,-64.1750234505712 -31.4071956458565,-64.1748223897555 -31.4076766545073,-64.1746204131054 -31.408536718475,-64.1744994788597 -31.4095337614793,-64.1744194567328 -31.4101867706856,-64.1744995037281 -31.4115277717359))",0002,MOVIMIENTO AVANZADA SOCIALISTA,11,0.0039436619718309
30,"POLYGON ((-64.1744995037281 -31.4115277717359,-64.1745805634839 -31.4130407795848,-64.1744996705848 -31.4144158372314,-64.1744831312668 -31.4149256261472,-64.1752630181285 -31.4146049152348,-64.1758639375851 -31.4144426465717,-64.1773034631669 -31.4139724071019,-64.1773086874155 -31.4139848374826,-64.1786087229925 -31.4136047868385,-64.180018793424 -31.4132347794125,-64.1813287785376 -31.412854869499,-64.1826588089084 -31.4124648725162,-64.1839888953815 -31.4120848870191,-64.1853788899701 -31.4116649874855,-64.1868089243864 -31.4112550369833,-64.1880989213256 -31.4108651901043,-64.1895089810733 -31.4104553152022,-64.1895088145765 -31.4104549520711,-64.1906780096359 -31.4101129001196,-64.1902189691062 -31.4089853003826,-64.1902198482761 -31.4089846815576,-64.1896861312514 -31.4076860106836,-64.1896872653405 -31.4076856660567,-64.1894258252288 -31.40684236306,-64.1892380934386 -31.4062348747345,-64.1889982977078 -31.4054753061829,-64.1889974510677 -31.4054651928039,-64.1889367203339 -31.4047704032501,-64.1888882117445 -31.4042838570442,-64.1888481358873 -31.4039634714919,-64.1888129596061 -31.4033878264158,-64.1888156442395 -31.4033518786067,-64.1888087325243 -31.4033550271404,-64.1875487214405 -31.4037649660981,-64.1863986765779 -31.4039849046138,-64.1851686882158 -31.4040548013786,-64.1851657871622 -31.4040523249692,-64.1827101872984 -31.4041941646913,-64.1823674398857 -31.4042259961967,-64.1809247678268 -31.4047650126639,-64.1794985039454 -31.4049246516222,-64.1767284250254 -31.4058146519602,-64.1756194624771 -31.4067106057926,-64.1750234505712 -31.4071956458565,-64.1748223897555 -31.4076766545073,-64.1746204131054 -31.408536718475,-64.1744994788597 -31.4095337614793,-64.1744194567328 -31.4101867706856,-64.1744995037281 -31.4115277717359))",0002,HACEMOS POR CORDOBA,9,0.3138028169014084
