"","objectid","join_count","target_fid","distrito","provincia","departamen","cabecera","circuito","indec_p","indec_d","gid","muni_subci","distrito_1","provincia_","departam_1","cabecera_1","circuito_1","indec_p_1","indec_d_1","gid_1","muni_sub_1","st_area_sh","st_length_","...1","CIRCUITO","NOMBRE CIRCUITO","PARTIDO","CANTIDAD DE VOTOS","CANTIDAD DE VOTOS POR CIRCUITO","PORCENTAJE DE VOTOS DEL CIRCUITO","geometry"
"1",1,1,1,4,"Córdoba","Capital","Córdoba","013E",14,14,83,13,4,"Córdoba","Capital","Córdoba","013E",14,14,83,13,0.000499169300906,0.0904875785131,270,"13E","LA DOROTEA","UNIÓN CÍVICA RADICAL",72,801,0.08988764045,list(c(-64.0979720957355, -64.1044300491073, -64.1049755221026, -64.108691250101, -64.1106857674341, -64.1180860808079, -64.1196044943518, -64.1188815707278, -64.1182807327695, -64.1177977806429, -64.0971060557997, -64.0979720957355, -31.3805755099517, -31.382050366631, -31.3821749128418, -31.3830271886537, -31.3834846485975, -31.3852245570675, -31.3855510982045, -31.3751125736862, -31.3664342598331, -31.3594572906213, -31.3591531596904, -31.3805755099517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0))
"2",1,1,1,4,"Córdoba","Capital","Córdoba","013E",14,14,83,13,4,"Córdoba","Capital","Córdoba","013E",14,14,83,13,0.000499169300906,0.0904875785131,271,"13E","LA DOROTEA","HACEMOS POR CORDOBA",493,801,0.6154806492,list(c(-64.0979720957355, -64.1044300491073, -64.1049755221026, -64.108691250101, -64.1106857674341, -64.1180860808079, -64.1196044943518, -64.1188815707278, -64.1182807327695, -64.1177977806429, -64.0971060557997, -64.0979720957355, -31.3805755099517, -31.382050366631, -31.3821749128418, -31.3830271886537, -31.3834846485975, -31.3852245570675, -31.3855510982045, -31.3751125736862, -31.3664342598331, -31.3594572906213, -31.3591531596904, -31.3805755099517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0))
"3",1,1,1,4,"Córdoba","Capital","Córdoba","013E",14,14,83,13,4,"Córdoba","Capital","Córdoba","013E",14,14,83,13,0.000499169300906,0.0904875785131,272,"13E","LA DOROTEA","CORDOBA CAMBIA",123,801,0.1535580524,list(c(-64.0979720957355, -64.1044300491073, -64.1049755221026, -64.108691250101, -64.1106857674341, -64.1180860808079, -64.1196044943518, -64.1188815707278, -64.1182807327695, -64.1177977806429, -64.0971060557997, -64.0979720957355, -31.3805755099517, -31.382050366631, -31.3821749128418, -31.3830271886537, -31.3834846485975, -31.3852245570675, -31.3855510982045, -31.3751125736862, -31.3664342598331, -31.3594572906213, -31.3591531596904, -31.3805755099517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0))
"4",2,1,2,4,"Córdoba","Capital","Córdoba","0001",14,14,1,1,4,"Córdoba","Capital","Córdoba","0001",14,14,1,1,0.000166820279157,0.0581937182221,0,"1","SECCIONAL PRIMERA","UNIÓN CÍVICA RADICAL",1053,10328,0.1019558482,list(c(-64.1861092265594, -64.1875292956404, -64.1888892711228, -64.1882691786795, -64.1896792104271, -64.1898792888979, -64.1899592377285, -64.1900192620791, -64.1903492233379, -64.1909392307608, -64.1922392736234, -64.1935393038956, -64.1935486370598, -64.1930884467743, -64.1926576391386, -64.1922176835991, -64.1922091364424, -64.1918990690867, -64.1918890857126, -64.1916090611091, -64.1914790191413, -64.1911890111638, -64.1906790029335, -64.190678010082, -64.1895088149797, -64.1895089813543, -64.1880989208284, 
-64.1868089242923, -64.1853788898238, -64.1839888949714, -64.1826588093564, -64.1813287786001, -64.1800187928329, -64.1786087233138, -64.1773086867464, -64.1773034625846, -64.1758639375706, -64.1752630177739, -64.1744831310915, -64.1744486780639, -64.1737087527566, -64.1735477219497, -64.1726188562751, -64.1720188627802, -64.1719142185662, -64.1741006943914, -64.1741190180781, -64.1744290206826, -64.1747990143629, -64.1766890646485, -64.1778690570113, -64.1793291450239, -64.1807291367402, -64.1820591827849, 
-64.1834392023572, -64.1837792090432, -64.1843892380728, -64.1847592056727, -64.1861092265594, -31.4207653092715, -31.4203753335547, -31.420015439261, -31.4185053930094, -31.4181254654177, -31.4185655558556, -31.4182954912438, -31.418105502267, -31.4180055767958, -31.4178555986568, -31.4174657173688, -31.4170759251137, -31.417073172289, -31.4158388581766, -31.4146832473339, -31.4135031560457, -31.4135056498657, -31.4127356098604, -31.4124055496762, -31.4123855118817, -31.4116854957889, -31.4111954228304, 
-31.4101153487442, -31.4101128998903, -31.4104549516346, -31.4104553149607, -31.4108651899764, -31.4112550370901, -31.4116649867496, -31.4120848874075, -31.4124648725557, -31.4128548689569, -31.4132347785621, -31.4136047866315, -31.4139848374302, -31.4139724070009, -31.4144426472103, -31.414604914585, -31.4149256263165, -31.4159848676074, -31.4173549658589, -31.4179489204062, -31.4213750927862, -31.4224050899228, -31.4225097539219, -31.4233961464149, -31.4233950537386, -31.4235351132547, -31.4236950549827, 
-31.4231750453919, -31.4228550711046, -31.4224850594378, -31.4221450365641, -31.4218151121776, -31.4214751648469, -31.4213951350773, -31.4212251506201, -31.421125163995, -31.4207653092715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0))
"5",2,1,2,4,"Córdoba","Capital","Córdoba","0001",14,14,1,1,4,"Córdoba","Capital","Córdoba","0001",14,14,1,1,0.000166820279157,0.0581937182221,1,"1","SECCIONAL PRIMERA","HACEMOS POR CORDOBA",4059,10328,0.3930092951,list(c(-64.1861092265594, -64.1875292956404, -64.1888892711228, -64.1882691786795, -64.1896792104271, -64.1898792888979, -64.1899592377285, -64.1900192620791, -64.1903492233379, -64.1909392307608, -64.1922392736234, -64.1935393038956, -64.1935486370598, -64.1930884467743, -64.1926576391386, -64.1922176835991, -64.1922091364424, -64.1918990690867, -64.1918890857126, -64.1916090611091, -64.1914790191413, -64.1911890111638, -64.1906790029335, -64.190678010082, -64.1895088149797, -64.1895089813543, -64.1880989208284, 
-64.1868089242923, -64.1853788898238, -64.1839888949714, -64.1826588093564, -64.1813287786001, -64.1800187928329, -64.1786087233138, -64.1773086867464, -64.1773034625846, -64.1758639375706, -64.1752630177739, -64.1744831310915, -64.1744486780639, -64.1737087527566, -64.1735477219497, -64.1726188562751, -64.1720188627802, -64.1719142185662, -64.1741006943914, -64.1741190180781, -64.1744290206826, -64.1747990143629, -64.1766890646485, -64.1778690570113, -64.1793291450239, -64.1807291367402, -64.1820591827849, 
-64.1834392023572, -64.1837792090432, -64.1843892380728, -64.1847592056727, -64.1861092265594, -31.4207653092715, -31.4203753335547, -31.420015439261, -31.4185053930094, -31.4181254654177, -31.4185655558556, -31.4182954912438, -31.418105502267, -31.4180055767958, -31.4178555986568, -31.4174657173688, -31.4170759251137, -31.417073172289, -31.4158388581766, -31.4146832473339, -31.4135031560457, -31.4135056498657, -31.4127356098604, -31.4124055496762, -31.4123855118817, -31.4116854957889, -31.4111954228304, 
-31.4101153487442, -31.4101128998903, -31.4104549516346, -31.4104553149607, -31.4108651899764, -31.4112550370901, -31.4116649867496, -31.4120848874075, -31.4124648725557, -31.4128548689569, -31.4132347785621, -31.4136047866315, -31.4139848374302, -31.4139724070009, -31.4144426472103, -31.414604914585, -31.4149256263165, -31.4159848676074, -31.4173549658589, -31.4179489204062, -31.4213750927862, -31.4224050899228, -31.4225097539219, -31.4233961464149, -31.4233950537386, -31.4235351132547, -31.4236950549827, 
-31.4231750453919, -31.4228550711046, -31.4224850594378, -31.4221450365641, -31.4218151121776, -31.4214751648469, -31.4213951350773, -31.4212251506201, -31.421125163995, -31.4207653092715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0))
"6",2,1,2,4,"Córdoba","Capital","Córdoba","0001",14,14,1,1,4,"Córdoba","Capital","Córdoba","0001",14,14,1,1,0.000166820279157,0.0581937182221,2,"1","SECCIONAL PRIMERA","CORDOBA CAMBIA",2999,10328,0.2903756778,list(c(-64.1861092265594, -64.1875292956404, -64.1888892711228, -64.1882691786795, -64.1896792104271, -64.1898792888979, -64.1899592377285, -64.1900192620791, -64.1903492233379, -64.1909392307608, -64.1922392736234, -64.1935393038956, -64.1935486370598, -64.1930884467743, -64.1926576391386, -64.1922176835991, -64.1922091364424, -64.1918990690867, -64.1918890857126, -64.1916090611091, -64.1914790191413, -64.1911890111638, -64.1906790029335, -64.190678010082, -64.1895088149797, -64.1895089813543, -64.1880989208284, 
