"","...1","titulo","eleccion","circuito","candidato","N°","agrupacion","votos","vot valido","vot nulo","total votantes","electores en padron","codigo_circuito","codigo_circuito1"
"92",410,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5E    - VILLA BUSTOS","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","1.774","2.707","102","2.980","4.057","   5E","   5E"
"93",411,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5E    - VILLA BUSTOS","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","6","2.707","102","2.980","4.057","   5E","   5E"
"94",412,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5E    - VILLA BUSTOS","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","58","2.707","102","2.980","4.057","   5E","   5E"
"95",413,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5E    - VILLA BUSTOS","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","15","2.707","102","2.980","4.057","   5E","   5E"
"96",414,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5E    - VILLA BUSTOS","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","37","2.707","102","2.980","4.057","   5E","   5E"
"97",415,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 391   - MONTE MAIZ","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","33","4.375","107","4.652","6.393","  391","  391"
"98",416,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 391   - MONTE MAIZ","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","722","4.375","107","4.652","6.393","  391","  391"
"99",417,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 391   - MONTE MAIZ","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","26","4.375","107","4.652","6.393","  391","  391"
"100",418,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 391   - MONTE MAIZ","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","11","4.375","107","4.652","6.393","  391","  391"
"101",419,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 391   - MONTE MAIZ","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","447","4.375","107","4.652","6.393","  391","  391"
"102",420,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 391   - MONTE MAIZ","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","34","4.375","107","4.652","6.393","  391","  391"
"103",421,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 391   - MONTE MAIZ","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","14","4.375","107","4.652","6.393","  391","  391"
"104",422,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 391   - MONTE MAIZ","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","3.029","4.375","107","4.652","6.393","  391","  391"
"105",423,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 391   - MONTE MAIZ","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","11","4.375","107","4.652","6.393","  391","  391"
"106",424,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 391   - MONTE MAIZ","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","12","4.375","107","4.652","6.393","  391","  391"
"107",425,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 391   - MONTE MAIZ","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","12","4.375","107","4.652","6.393","  391","  391"
"108",426,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 391   - MONTE MAIZ","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","24","4.375","107","4.652","6.393","  391","  391"
"109",545,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5F    - RENACIMIENTO","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","61","3.023","150","3.465","4.632","   5F","   5F"
"110",546,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5F    - RENACIMIENTO","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","229","3.023","150","3.465","4.632","   5F","   5F"
"111",547,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5F    - RENACIMIENTO","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","182","3.023","150","3.465","4.632","   5F","   5F"
"112",548,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5F    - RENACIMIENTO","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","6","3.023","150","3.465","4.632","   5F","   5F"
"113",549,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5F    - RENACIMIENTO","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","215","3.023","150","3.465","4.632","   5F","   5F"
"114",550,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5F    - RENACIMIENTO","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","44","3.023","150","3.465","4.632","   5F","   5F"
"115",551,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5F    - RENACIMIENTO","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","10","3.023","150","3.465","4.632","   5F","   5F"
"116",552,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5F    - RENACIMIENTO","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","2.226","3.023","150","3.465","4.632","   5F","   5F"
"117",553,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5F    - RENACIMIENTO","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","4","3.023","150","3.465","4.632","   5F","   5F"
"118",554,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5F    - RENACIMIENTO","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","17","3.023","150","3.465","4.632","   5F","   5F"
"119",555,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5F    - RENACIMIENTO","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","9","3.023","150","3.465","4.632","   5F","   5F"
"120",556,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5F    - RENACIMIENTO","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","20","3.023","150","3.465","4.632","   5F","   5F"
"121",557,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 392   - MORRISON","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","11","2.215","81","2.635","3.506","  392","  392"
"122",558,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 392   - MORRISON","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","494","2.215","81","2.635","3.506","  392","  392"
"123",559,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 392   - MORRISON","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","27","2.215","81","2.635","3.506","  392","  392"
"124",560,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 392   - MORRISON","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","5","2.215","81","2.635","3.506","  392","  392"
"125",561,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 392   - MORRISON","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","201","2.215","81","2.635","3.506","  392","  392"
"126",562,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 392   - MORRISON","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","13","2.215","81","2.635","3.506","  392","  392"
"127",563,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 392   - MORRISON","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","11","2.215","81","2.635","3.506","  392","  392"
"128",564,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 392   - MORRISON","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","1.423","2.215","81","2.635","3.506","  392","  392"
"129",565,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 392   - MORRISON","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","2","2.215","81","2.635","3.506","  392","  392"
"130",566,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 392   - MORRISON","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","5","2.215","81","2.635","3.506","  392","  392"
"131",567,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 392   - MORRISON","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","8","2.215","81","2.635","3.506","  392","  392"
"132",568,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 392   - MORRISON","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","15","2.215","81","2.635","3.506","  392","  392"
"133",681,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5G    - SAN VICENTE","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","146","9.997","383","10.886","15.472","   5G","   5G"
"134",682,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5G    - SAN VICENTE","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","2.322","9.997","383","10.886","15.472","   5G","   5G"
"135",683,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5G    - SAN VICENTE","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","595","9.997","383","10.886","15.472","   5G","   5G"
"136",684,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5G    - SAN VICENTE","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","14","9.997","383","10.886","15.472","   5G","   5G"
"137",685,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5G    - SAN VICENTE","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","1.051","9.997","383","10.886","15.472","   5G","   5G"
"138",686,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5G    - SAN VICENTE","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","475","9.997","383","10.886","15.472","   5G","   5G"
"139",687,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5G    - SAN VICENTE","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","20","9.997","383","10.886","15.472","   5G","   5G"
"140",688,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5G    - SAN VICENTE","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","4.845","9.997","383","10.886","15.472","   5G","   5G"
"141",689,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5G    - SAN VICENTE","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","25","9.997","383","10.886","15.472","   5G","   5G"
"142",690,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5G    - SAN VICENTE","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","213","9.997","383","10.886","15.472","   5G","   5G"
"143",691,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5G    - SAN VICENTE","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","80","9.997","383","10.886","15.472","   5G","   5G"
"144",692,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 5G    - SAN VICENTE","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","211","9.997","383","10.886","15.472","   5G","   5G"
"145",693,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 41A   - SALDAN","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","156","8.213","310","8.755","12.545","  41A","  41A"
"146",694,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 41A   - SALDAN","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","1.242","8.213","310","8.755","12.545","  41A","  41A"
"147",695,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 41A   - SALDAN","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","344","8.213","310","8.755","12.545","  41A","  41A"
"148",696,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 41A   - SALDAN","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","18","8.213","310","8.755","12.545","  41A","  41A"
"149",697,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 41A   - SALDAN","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","616","8.213","310","8.755","12.545","  41A","  41A"
"150",698,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 41A   - SALDAN","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","295","8.213","310","8.755","12.545","  41A","  41A"
"151",699,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 41A   - SALDAN","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","28","8.213","310","8.755","12.545","  41A","  41A"
"152",700,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 41A   - SALDAN","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","5.123","8.213","310","8.755","12.545","  41A","  41A"
"153",701,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 41A   - SALDAN","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","15","8.213","310","8.755","12.545","  41A","  41A"
"154",702,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 41A   - SALDAN","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","147","8.213","310","8.755","12.545","  41A","  41A"
"155",703,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 41A   - SALDAN","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","64","8.213","310","8.755","12.545","  41A","  41A"
"156",704,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 41A   - SALDAN","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","165","8.213","310","8.755","12.545","  41A","  41A"
"157",718,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 121   - BALDISSERA","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","9","1.416","12","1.728","2.024","  121","  121"
"158",719,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 121   - BALDISSERA","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","293","1.416","12","1.728","2.024","  121","  121"
"159",720,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 121   - BALDISSERA","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","10","1.416","12","1.728","2.024","  121","  121"
"160",721,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 121   - BALDISSERA","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","0","1.416","12","1.728","2.024","  121","  121"
"161",722,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 121   - BALDISSERA","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","54","1.416","12","1.728","2.024","  121","  121"
"162",723,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 121   - BALDISSERA","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","4","1.416","12","1.728","2.024","  121","  121"
"163",724,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 121   - BALDISSERA","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","0","1.416","12","1.728","2.024","  121","  121"
"164",725,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 121   - BALDISSERA","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","1.030","1.416","12","1.728","2.024","  121","  121"
"165",726,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 121   - BALDISSERA","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","0","1.416","12","1.728","2.024","  121","  121"
"166",727,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 121   - BALDISSERA","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","8","1.416","12","1.728","2.024","  121","  121"
"167",728,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 121   - BALDISSERA","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","2","1.416","12","1.728","2.024","  121","  121"
"168",729,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 121   - BALDISSERA","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","6","1.416","12","1.728","2.024","  121","  121"
"169",730,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 393   - NOETINGER","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","20","3.019","108","3.280","4.532","  393","  393"
"170",731,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 393   - NOETINGER","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","523","3.019","108","3.280","4.532","  393","  393"
"171",732,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 393   - NOETINGER","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","34","3.019","108","3.280","4.532","  393","  393"
"172",733,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 393   - NOETINGER","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","24","3.019","108","3.280","4.532","  393","  393"
"173",734,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 393   - NOETINGER","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","271","3.019","108","3.280","4.532","  393","  393"
"174",735,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 393   - NOETINGER","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","29","3.019","108","3.280","4.532","  393","  393"
"175",736,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 393   - NOETINGER","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","9","3.019","108","3.280","4.532","  393","  393"
"176",737,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 393   - NOETINGER","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","2.066","3.019","108","3.280","4.532","  393","  393"
"177",738,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 393   - NOETINGER","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","3","3.019","108","3.280","4.532","  393","  393"
"178",739,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 393   - NOETINGER","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","10","3.019","108","3.280","4.532","  393","  393"
"179",740,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 393   - NOETINGER","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","6","3.019","108","3.280","4.532","  393","  393"
"180",741,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 393   - NOETINGER","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","24","3.019","108","3.280","4.532","  393","  393"
"181",861,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 122   - BARGE","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","0","228","7","323","376","  122","  122"
"182",862,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 122   - BARGE","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","7","228","7","323","376","  122","  122"
"183",863,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 122   - BARGE","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","0","228","7","323","376","  122","  122"
"184",864,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 122   - BARGE","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","0","228","7","323","376","  122","  122"
"185",865,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 122   - BARGE","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","5","228","7","323","376","  122","  122"
"186",866,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 122   - BARGE","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","0","228","7","323","376","  122","  122"
"187",867,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 122   - BARGE","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","0","228","7","323","376","  122","  122"
